,headline,date,summary,content,link
28,INE publica informes de IPC y empleo en inglés,23/08/2022,"La Unidad de Cooperación Institucional se ha abocado a la tarea de actualizar la publicación de las versiones íntegras de estos documentos en inglés, enfocado en las necesidades de usuarios externos.","El Instituto Nacional de Estadísticas (INE) publica en inglés de boletines correspondientes al Índice de Precios al Consumidor (IPC), Empleo Nacional e Informalidad Laboral; esto en el marco de los compromisos asumidos la institución al ingresar a la OCDE.
Actualmente se encuentran disponibles en nuestra web, los boletines del IPC, entre enero de 2019 y julio de 2022; a los que se suman los boletines de empleo e informalidad, correspondientes a los años 2021 y 2022, además de la separata técnica correspondiente al año 2021
Estos informes, publicados tanto en español como inglés, de acuerdo con el calendario correspondiente, estarán disponibles a través del sitio web y buscan constituir un aporte a la cultura estadística, y permitir a numerosos usuarios externos e investigadores acceder a información actualizada de los principales indicadores de la institución.


Consumer Price Index (CPI) Bulletin 


Statistical bulletin quarterly employment & Statistical bulletin labour informality

",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/08/23/ine-inicia-publicación-de-informes-de-ipc-y-empleo-en-inglés
29,"Índice de Costos del Transporte registró una variación mensual de 2,1% en julio ",18/08/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","En julio de 2022, el Índice de Costos del Transporte (ICT) presentó un alza mensual de 2,1%, acumulando 13,4% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).

La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (5,1%), que incidió 1,727 puntos porcentuales (pp.) sobre la variación mensual del ICT general.

Recursos humanos consignó un incremento de 0,7% en comparación con junio, incidiendo 0,248 pp., en tanto que otros servicios relativos al equipo de transporte creció 1,1% respecto al mes anterior, contribuyendo con 0,105 pp. 

Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo anotó un alza de 1,1% en relación con junio, aportando 0,098 pp., mientras que servicios financieros registró una variación mensual de -0,6%, con una incidencia de -0,060 pp. 

Boletín Índice de Costos del Transporte (ICT) julio de 2022",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/08/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-2-1-en-julio
30,"IPC de julio aumentó 1,4% respecto al mes anterior",8/08/2022,"Destacaron las alzas de transporte y de alimentos y bebidas no alcohólicas, y la disminución de vestuario y calzado. ","En julio de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 1,4%, acumulando alzas de 8,5% en lo que va del año y 13,1% a doce meses.  

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, una presentó incidencia negativa y una registró nula incidencia. 

Entre las divisiones con alzas en sus precios destacaron transporte (3,4%), con 0,492 puntos porcentuales (pp.), y alimentos y bebidas no alcohólicas (1,9%), con 0,393 pp. La división que registró disminución en sus precios fue vestuario y calzado (-2,7%), con -0,079 pp.  

Boletín IPC julio 2022
Separata técnica IPC julio 2022
Cuadro estadístico resultados IPC julio

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.  ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/08/08/ipc-de-julio-aumentó-1-4-respecto-al-mes-anterior
31,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de  22,0% en junio impulsado por la minería  ",22/07/2022,La extracción de minerales para la fabricación de abonos y productos químicos fue la clase que más influyó en la variación a doce meses del sector minero.,"
Un aumento interanual de 22,0% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en junio de 2022, acumulando 7,6% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).   


El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 22,3% respecto de junio de 2021, acumulando 6,2% en lo que va del año. Extracción de minerales para la fabricación de abonos y productos químicos fue la clase más incidente.  


En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 25,6% en comparación con igual período del año anterior, y acumuló 11,4% al sexto mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 76,8%.   


Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 7,5% a doce meses, acumulando 2,7% a junio de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 53,8%.   


Los resultados completos del Índice de Precios de Productor (IPP) Industrias correspondientes a junio de 2022 están disponibles en www.ine.cl.  

Boletín Índice de Precios de Productor (IPP) Industrias junio 2022 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/07/22/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-22-0-en-junio-impulsado-por-la-minería
32,"Índice de Costos del Transporte registró una variación mensual de 1,2% en junio ",20/07/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","Un aumento mensual de 1,2% presentó en junio de 2022 el Índice de Costos del Transporte (ICT), acumulando con ello un incremento de 11,1% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

La variación del mes se explicó, principalmente, por el alza del grupo combustibles (4,1%), que aportó 1,350 puntos porcentuales (pp.) a la variación mensual del ICT general. En tanto, repuestos y accesorios para el funcionamiento y mantención del vehículo registró un crecimiento mensual de 1,8%, con una incidencia de 0,162 pp., mientras que, otros servicios relativos al equipo de transporte anotó una variación de 0,1% respecto al mes anterior, contribuyendo con 0,009 pp. 

Por su parte, servicios financieros presentó un descenso de 1,3% comparado con mayo, con una incidencia de -0,139 pp. Finalmente, recursos humanos consignó una variación mensual de -0,4%, incidiendo -0,142 pp. 

Boletín Índice de Costos del Transporte (ICT) junio de 2022",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/07/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-2-en-junio
33,"IPC de junio aumentó 0,9% respecto al mes anterior ",8/07/2022,"Destacaron las alzas de transporte y de alimentos y bebidas no alcohólicas, y la disminución de vestuario y calzado. ","
En junio de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 0,9%, una variación acumulada de 7,1% en lo que va del año y un alza a doce meses de 12,5%. 

Siete de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, cuatro incidieron de forma negativa y una presentó nula incidencia.  

Entre las divisiones con alzas en sus precios destacaron transporte (2,6%), con 0,374 puntos porcentuales (pp.), y alimentos y bebidas no alcohólicas (1,2%), con 0,250 pp.

Entre las divisiones con incidencias negativas destacó vestuario y calzado (-1,3%), con -0,038 pp.   


Boletín IPC junio 2022

Separata técnica IPC junio 2022

Resultados del IPC junio 2022 (formato xls)

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/07/08/ipc-de-junio-aumentó-0-9-respecto-al-mes-anterior
34,Cuarta jornada de las Conferencias Ciudadanas del INE aborda la historia y actualidad del IPC,6/07/2022,"
Por cuarto año consecutivo, las Conferencias Ciudadanas del INE, organizadas por la Unidad de Transparencia y Atención Ciudadana, buscan acercar las estadísticas a la ciudadanía con un lenguaje accesible y una aplicación cotidiana.
","
Con una exposición a cargo de Francisco Castillo, jefe del Subdepartamento de Índices de Precios al Consumidor (IPC), esta nueva jornada se abocó a analizar la historia, presente y futuro de este indicador económico, una herramienta que permite sopesar el costo de la vida al tiempo que nos introduce, desde una perspectiva histórica, en los cambios en el consumo de chilenos y chilenas.
“Mes a mes, el IPC mide la variación de los precios de una canasta de bienes y servicios representativa del consumo de los hogares urbanos del conjunto de las capitales regionales y sus zonas conurbanas, y por ello, resulta fundamental comprender cómo se formulan productos estratégicos como éste y su alcance en la vida cotidiana. El Instituto Nacional de Estadísticas recolecta mensualmente la información de aproximadamente 128.000 productos a lo largo del país, en alrededor de 8.000 establecimientos”, señaló Castillo.
La presentación abordó el largo proceso de inserción del IPC en Chile, que comienza en 1928, cuando la canasta de productos y servicios estaba compuesta por cuatro grupos: artículos alimenticios, como harina, pan, papas, carne y legumbres; vestuario, compuesto principalmente por el terno para hombre sobre medida y el poncho de Castilla; combustible y luz, y varios, como viaje en tranvía, el diario y entrada al cine.
De este modo, y con el paso de los años, la transformación en los bienes y servicios ha variado considerablemente. En 2008, se comienza a utilizar el clasificador internacional CCIF, conformando así doce grandes categorías de productos denominadas divisiones, que responden de mejor manera a los hábitos de consumo modernos de nuestra sociedad. A partir de la nueva canasta 2009, se realiza una medición que abarca todo el territorio nacional y se establece que la canasta de bienes y servicios se debe actualizar cada cinco años.
En 2013, se adicionan productos como las bebidas energéticas, y servicios de banda ancha móvil, gimnasios, servicios de enseñanza de postgrados y postítulos, salas cunas y servicio de residencia para los adultos mayores. Esta nueva canasta contiene 321 productos, el que se reducirá a 303 en su versión de 2018.
Hoy en día, la canasta se actualiza al menos cada cinco años, de manera que refleje los cambios en los hábitos de consumo. Para la actualización se toma como referencia una gran lista de bienes y servicios que se obtiene de la Encuesta de Presupuestos Familiares (EPF). Los productos escogidos son los más consumidos en al menos cuatro de los cinco quintiles de la población, es decir, en la mayoría de los estratos socioeconómicos.
Respecto a sus usos, Castillo señaló: “son múltiples: por ejemplo, para determinar la evolución de la UF y la UTM, establecer los reajustes salariales, contratos, pensiones alimenticias y tarifas reguladas por autoridad. El Banco Central, por su parte, utiliza el IPC para monitorear la inflación. Por otra parte, la principal herramienta ciudadana es la calculadora IPC, que permite responder a la pregunta por cómo varía el dinero en el tiempo, a partir de dos variables: cuánto quiero reajustar y entre qué períodos. 
En la actualidad, el Departamento de Estadísticas de Precios se encuentra trabajando en la actualización metodológica y de canasta, al cual tendrá como año base 2023=100, y estará vigente a partir de enero de 2024.
La próxima jornada de las Conferencias Ciudadanas del INE estará dedicada al Mercado Laboral, el próximo jueves 21 de julio.
Más información e inscripciones: https://www.ine.cl/conferencias-ciudadanas ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/07/06/cuarta-jornada-de-las-conferencias-ciudadanas-del-ine-aborda-la-historia-y-actualidad-del-ipc
35,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 19,6% en mayo impulsado por la minería ",24/06/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación a doce meses del sector minero.  ,"Un aumento interanual de 19,6% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en mayo de 2022, acumulando 6,4% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 18,1% respecto de mayo de 2021, acumulando 5,1% en lo que va del año. Extracción y procesamiento de cobre fue la clase más incidente, con un alza de 9,6%.  

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 26,2% en comparación con igual período del año anterior, y acumuló 10,1% al quinto mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 90,8%.  

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 6,6% a doce meses, acumulando 1,2% a mayo de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 51,2%.  

Boletín Índice de Precios de Productor (IPP) Industrias mayo 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/06/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-19-6-en-mayo-impulsado-por-la-minería
36,"Índice de Costos del Transporte registró una variación mensual de 2,3% en mayo ",20/06/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. 

 ","En mayo de 2022, el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 2,3%, acumulando 9,7% en lo que va del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).

La variación del mes se explicó, principalmente, por el alza del grupo combustibles (3,0%), que incidió 0,979 puntos porcentuales (pp.) sobre la variación mensual del ICT general.

En tanto, recursos humanos se incrementó 2,5% en comparación con abril, con una incidencia de 0,966 pp., mientras que servicios financieros aumentó 1,9% respecto al mes anterior, aportando 0,199 pp. 

Repuestos y accesorios para el funcionamiento y mantención del vehículo registró un incremento de 1,3% respecto a abril, con una incidencia de 0,118 pp., mientras que otros servicios relativos al equipo de transporte anotó nula variación mensual a un decimal, incidiendo 0,002 pp.

Boletín Índice de Costos del Transporte (ICT) mayo de 2022



Imagen: freepik.com/macrovector",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/06/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-2-3-en-mayo
37,"IPC de mayo aumentó 1,2% respecto al mes anterior ",8/06/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de transporte, y la disminución de comunicaciones. ","En mayo de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 1,2%, una variación acumulada de 6,1% en lo que va del año y un alza a doce meses de 11,5%.

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y dos incidieron de forma negativa. 

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (1,8%), con 0,386 puntos porcentuales (pp.), y transporte (2,2%), con 0,313 pp.  

Entre las divisiones con incidencia negativa destacó comunicaciones (-0,3%), con -0,012 pp.  

Boletín IPC mayo 2022

Separata técnica IPC mayo 2022    

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/06/08/ipc-de-mayo-aumentó-1-2-respecto-al-mes-anterior
38,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 26,2% en abril impulsado por la minería       ",24/05/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación a doce meses del sector minero.  ,"
Un aumento interanual de 26,2% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en abril de 2022, acumulando 5,7% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 29,7% respecto de abril de 2021, acumulando 5,3% en lo que va del año. Extracción y procesamiento de cobre fue la clase más incidente, con un alza de 25,6%. 

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 25,9% en comparación con igual período del año anterior, y acumuló 7,4% al cuarto mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 106,8%.   

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 7,5% a doce meses, acumulando 1,8% a abril de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 68,7%.   

Boletín Índice de Precios de Productor (IPP) Industrias abril 2022 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/05/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-26-2-en-abril-impulsado-por-la-minería
39,"Índice de Costos del Transporte registró una variación mensual de 1,9% en abril ",18/05/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","En abril de 2022, el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 1,9%, acumulando 7,3% en lo que va del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE). 

La variación del mes se explicó, principalmente, por el alza del grupo combustibles (3,6%), que incidió 1,150 puntos porcentuales (pp.) sobre la variación mensual del ICT general.  

En tanto, recursos humanos se incrementó 1,5% en comparación con marzo, con una incidencia de 0,566 pp., mientras que servicios financieros aumentó 1,3% respecto al mes anterior, aportando 0,136 pp. 

Repuestos y accesorios para el funcionamiento y mantención del vehículo registró un incremento de 0,7% respecto a marzo, con una incidencia de 0,062 pp., mientras que otros servicios relativos al equipo de transporte anotó una variación de -0,4%, incidiendo -0,041 pp.  

Boletín Índice de Costos del Transporte (ICT) abril de 2022",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/05/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-9-en-abril
40,"IPC de abril aumentó 1,4% respecto al mes anterior ",6/05/2022,Destacaron las alzas de alimentos y bebidas no alcohólicas y de recreación y cultura. ,"En abril de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 1,4%, una variación acumulada de 4,8% en lo que va del año y un alza a doce meses de 10,5%. 

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, una incidió de forma negativa y una presentó nula incidencia. 

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (2,3%), con 0,474 puntos porcentuales (pp.), y recreación y cultura (2,9%), con 0,191 pp. 

La división que incidió de forma negativa fue vestuario y calzado (0,0%), con -0,001 pp. 

Boletín IPC abril 2022    

Separata técnica IPC abril 2022    

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/05/06/ipc-de-abril-aumentó-1-4-respecto-al-mes-anterior
41,INE realiza primera reunión de este año con Grupo de Expertos de IPC sobre lineamientos metodológicos y los desafíos en torno al indicador,23/04/2022,"En los comités participan los  Ministerio de Economía, Hacienda y especialistas de entidades financieras y de centros de estudios, entre otros.

","Este viernes 22 de abril, el Instituto Nacional de Estadísticas (INE) realizó la primera reunión del año, del grupo de expertos de IPC, para analizar elementos generales del índice vinculados al proceso de recolección y descomposición del indicador 
 La directora nacional del INE, Sandra Quijada, agradeció a los expertos la participación y detalló que “en el marco de los procesos de actualización del Índice de Precios al Consumidor, vinculado a los cambios de año base que como institución realizamos de forma quinquenal, nos encontramos realizando la Encuesta de Presupuestos Familiares, operativo cuyo trabajo de campo finalizará en septiembre del presente año y que nos servirá para actualizar la canasta de bienes y servicios que componen el IPC y su respectiva estructura de ponderadores”. 
Explicó que ""dadas las restricciones de movilidad que tuvimos durante la pandemia, la captura de precios en sitios web, método utilizado previo al inicio de la crisis sanitaria, ha tomado más fuerza. En este ámbito, la pandemia motivó un avance en el complemento de datos a través de registros administrativos, relativos a precios de algunos tipos de establecimientos. Estos son cambios que han ayudado a fortalecer y modernizar la producción estadística"".  
La exposición la realizó el subdirector técnico, Leonardo González, quien analizó y profundizó en los productos paquetes turísticos y servicio de transporte aéreo.
El Instituto Nacional de Estadísticas mantiene su compromiso con la ciudadanía de estar en línea con las recomendaciones internacionales entregando información precisa, oportuna, accesible y cumpliendo con los estándares para la evaluación de la calidad de sus procesos de producción. Esperamos en los meses siguientes seguir avanzando en la modernización de nuestra producción estadística a través de nuevas técnicas de recolección como webscraping y profundizando las actuales técnicas utilizadas a través de Scanner Data.

Presentación Comité de Expertos IPC abril 2022
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/04/23/ine-realiza-primera-reunión-de-este-año-con-grupo-de-expertos-de-ipc-sobre-lineamientos-metodológicos-y-los-desafíos-en-torno-al-indicador
42,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 24,9% en marzo impulsado por la minería ",22/04/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación a doce meses del sector minero.,"Un aumento interanual de 24,9% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en marzo de 2022, acumulando 3,6% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 29,2% respecto de marzo de 2021, acumulando 3,7% en lo que va del año. Extracción y procesamiento de cobre fue la clase más incidente, con un alza de 25,1%.  

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 23,2% en comparación con igual período del año anterior, y acumuló 4,0% al tercer mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 92,2%.  

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 5,5% a doce meses, acumulando 0,6% a marzo de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 39,3%.  

Boletín Índice de Precios de Productor (IPP) Industrias marzo 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/04/22/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-24-9-en-marzo-impulsado-por-la-minería
43,"Índice de Costos del Transporte registró una variación mensual de 0,7% en marzo ",20/04/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","En marzo de 2022, el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 0,7%, acumulando 5,3% en lo que va del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).

La variación del mes se explicó, principalmente, por el alza del grupo combustibles (3,5%), que incidió 1,083 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, repuestos y accesorios para el funcionamiento y mantención del vehículo registró un incremento de 1,2% respecto a febrero, con una incidencia de 0,111 pp., mientras que otros servicios relativos al equipo de transporte anotó un aumento mensual de 0,3%, aportando 0,028 pp. 

Por su parte, servicios financieros presentó nula variación a un decimal respecto al mes anterior, con nula incidencia mensual a tres decimales. 

Finalmente, recursos humanos descendió 1,4% en comparación con febrero, con una incidencia de -0,536 pp. 

Boletín Índice de Costos del Transporte (ICT) marzo de 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/04/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-0-7-en-marzo
44,"IPC de marzo aumentó 1,9% respecto al mes anterior ",8/04/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de educación, y el descenso de comunicaciones. ","En marzo de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 1,9%, una variación acumulada de 3,4% en lo que va del año y un alza a doce meses de 9,4%.

Once de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y una incidió de forma negativa. 

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (3,9%), con 0,800 puntos porcentuales (pp.), y educación (6,6%), con 0,419 pp.

La división que anotó una baja mensual en sus precios fue comunicaciones (-4,1), con -0,179 pp.  

Boletín IPC marzo 2022

Separata técnica IPC marzo 2022   


NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/04/08/ipc-de-marzo-aumentó-1-9-respecto-al-mes-anterior
45,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 28,8% en febrero impulsado por la minería  ",24/03/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación a doce meses del sector minero.  ,"Un aumento interanual de 28,8% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en febrero de 2022, acumulando 2,6% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 36,5% respecto de febrero de 2021, acumulando 3,2% en lo que va del año. Extracción y procesamiento de cobre fue la clase más incidente, con un alza de 31,6%.  

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un alza de 23,6% en comparación con igual período del año anterior, y acumuló 2,2% al segundo mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 102,9%.  

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 4,8% a doce meses, acumulando -0,4% a febrero de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 34,2%.  

Boletín Índice de Precios de Productor (IPP) Industrias febrero 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/03/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-28-8-en-febrero-impulsado-por-la-minería
46,"Índice de Costos del Transporte registró una variación mensual de 1,0% en febrero ",18/03/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","En febrero de 2022, el Índice de Costos del Transporte (ICT) presentó un alza mensual de 1,0%, acumulando 4,6% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).

La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (3,3%), que incidió 1,014 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, servicios financieros registró un incremento de 1,8% respecto al mes anterior, con una incidencia de 0,186 pp., mientras que repuestos y accesorios para el funcionamiento y mantención del vehículo anotó un alza de 1,2% en comparación con enero, aportando 0,108 pp. 

Por su parte, otros servicios relativos al equipo de transporte creció 0,5% en relación con el mes anterior, contribuyendo con 0,048 pp. 

Finalmente, recursos humanos consignó una variación mensual de -1,0%, con una incidencia de -0,404 pp. 

Boletín Índice de Costos del Transporte (ICT) febrero de 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/03/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-0-en-febrero
